NomeUC;Cnuc;CriacaoAno;AreaHaAlb;PerimM;CriacaoAto;EsferaAdm;SiglaCateg;GrupoUC;UFAbrang;BiomaIBGE;BiomaCRL;GRegional;FusoAbrang;Demarcacao;EscalaUC;NGI
FLORESTA NACIONAL CONTENDAS DO SINCORÁ;0000.00.0081;1999;11215,93076535030;70924,6987;DEC S/N, de 21/09/1999;Federal;FLONA;US;BA;CAATINGA;CAATINGA;GR2;24S;Dado não disponível;Dado não disponível;ICMBio Sudoeste Baiano
FLORESTA NACIONAL DA MATA GRANDE;0000.00.0128;2003;2010,07112917100;22085,4978;DEC S/N, de 13/10/2003;Federal;FLONA;US;GO;CERRADO;CERRADO;GR3;23S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DA RESTINGA DE CABEDELO;0000.00.0132;2004;114,61833940300;4631,2240;DEC S/N, de 02/06/2004;Federal;FLONA;US;PB;MATA ATLÂNTICA;MATA ATLÂNTICA;GR2;25S;Dado não disponível;Dado não disponível;ICMBio Cabedelo
FLORESTA NACIONAL DE AÇU;0000.00.0082;2001;225,02456052742;6925,1657;Portaria 245, de 18/07/2001;Federal;FLONA;US;RN;CAATINGA;CAATINGA;GR2;24S;Dado não disponível;Dado não disponível;ICMBio Mossoró
FLORESTA NACIONAL DE ALTAMIRA;0000.00.0083;1998;724973,93637420300;479092,3747;DEC  2.483, de 2/2/1998;Federal;FLONA;US;PA;AMAZÔNIA;AMAZÔNIA;GR1;21S;Dado não disponível;Dado não disponível;Unidade Especial Avançada - UNA Itaituba
FLORESTA NACIONAL DE ANAUÁ;0000.00.0084;2005;259402,98942054500;391314,5257;DEC S/N de 18/02/2005;Federal;FLONA;US;RR;AMAZÔNIA;AMAZÔNIA;GR1;20N;Dado não disponível;Dado não disponível;ICMBio Roraima
FLORESTA NACIONAL DE ASSUNGUI;0000.00.0077;1968;490,81157445165;11259,1743;Portaria 559, de 25/10/1968;Federal;FLONA;US;PR;MATA ATLÂNTICA;MATA ATLÂNTICA;GR5;22S;Dado não disponível;Dado não disponível;ICMBio Curitiba
FLORESTA NACIONAL DE BALATA-TUFARI;0000.00.0085;2002;1088710,21014031000;1064335,0028;DEC S/N de 17/02/2005;Federal;FLONA;US;AM;AMAZÔNIA;AMAZÔNIA;GR1;20S;Dado não disponível;Dado não disponível;ICMBio Porto Velho
FLORESTA NACIONAL DE BRASÍLIA;0000.00.0086;1999;5622,79090284176;47749,2549;"DEC S/N, de 10/06/1999; LEI  14.447, de 09/09/2022";Federal;FLONA;US;DF;CERRADO;CERRADO;GR3;22S;Dado não disponível;Dado não disponível;ICMBio Descoberto-Brasília
FLORESTA NACIONAL DE CAÇADOR;0000.00.0078;1968;706,53994344751;15730,7150;Portaria 560 de 25/10/1968;Federal;FLONA;US;SC;MATA ATLÂNTICA;MATA ATLÂNTICA;GR5;22S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DE CANELA;0000.00.0087;1968;563,52084196173;12887,0292;Portaria 561 de 25/10/1968;Federal;FLONA;US;RS;MATA ATLÂNTICA;MATA ATLÂNTICA;GR5;22S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DE CAPÃO BONITO;0000.00.0079;1968;4236,79489350454;56883,3796;Portaria 558 de 25/10/1968;Federal;FLONA;US;SP;CERRADO;MATA ATLÂNTICA e CERRADO;GR4;22S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DE CARAJÁS;0000.00.0088;1998;391263,03778298100;397745,1075;DEC  2.486, de 02/02/1998;Federal;FLONA;US;PA;AMAZÔNIA;AMAZÔNIA;GR1;22S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DE CAXIUANÂ;0000.00.0089;1961;317950,65670775700;297166,6891;DEC 236 de 28/11/1961;Federal;FLONA;US;PA;AMAZÔNIA;AMAZÔNIA;GR1;22S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DE CHAPECÓ;0000.00.0080;1968;1604,36103138376;39443,6426;Portaria 560 de 25/10/1968;Federal;FLONA;US;SC;MATA ATLÂNTICA;MATA ATLÂNTICA;GR5;22S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DE CRISTÓPOLIS;0000.00.0090;2001;12840,69211639290;53998,9286;DEC S/N de 18/05/2001;Federal;FLONA;US;BA;CERRADO;CERRADO;GR2;23S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DE GOYTACAZES;0000.00.0091;2002;1425,65276325906;18052,6123;DEC S/N de 05/06/2012;Federal;FLONA;US;ES;MATA ATLÂNTICA;MATA ATLÂNTICA;GR4;24S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DE HUMAITÁ;0000.00.0092;1998;476589,49980007000;439777,4595;DEC  2.485, de 02/02/1998;Federal;FLONA;US;AM;AMAZÔNIA;AMAZÔNIA;GR1;20S;Dado não disponível;Dado não disponível;ICMBio Porto Velho
FLORESTA NACIONAL DE IBIRAMA;0000.00.0093;1988;519,34992595934;18466,0096;DEC  95.818, de 11/03/1988;Federal;FLONA;US;SC;MATA ATLÂNTICA;MATA ATLÂNTICA;GR5;22S;Dado não disponível;Dado não disponível;ICMBio Ibirama
FLORESTA NACIONAL DE IPANEMA;0000.00.0094;1992;5384,82538635418;35738,6401;DEC  530, de 20/05/1992.;Federal;FLONA;US;SP;MATA ATLÂNTICA;MATA ATLÂNTICA;GR4;23S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DE IRATI;0000.00.0125;1968;3802,51282896064;52167,9132;Portaria 559 de 25/10/1968;Federal;FLONA;US;PR;MATA ATLÂNTICA;MATA ATLÂNTICA;GR5;22S;Dado não disponível;Dado não disponível;ICMBio Campos Gerais
FLORESTA NACIONAL DE ITAITUBA I;0000.00.0095;1998;213104,94434057300;628060,2801;"DEC  2.481, de 02/02/1998; LEI 12.678, de 25/06/2012";Federal;FLONA;US;PA;AMAZÔNIA;AMAZÔNIA;GR1;21S;Dado não disponível;Dado não disponível;Unidade Especial Avançada - UNA Itaituba
FLORESTA NACIONAL DE ITAITUBA II;0000.00.0096;1998;397760,25823106100;2470459,2224;"DEC  2.482, de 02/02/1998; LEI 12.678, de 25/06/2012";Federal;FLONA;US;PA;AMAZÔNIA;AMAZÔNIA;GR1;21S;Dado não disponível;Dado não disponível;Unidade Especial Avançada - UNA Itaituba
FLORESTA NACIONAL DE JACUNDÁ;0000.00.0097;2004;221219,52515762900;388752,2237;DEC S/N de 01/12/2004;Federal;FLONA;US;RO;AMAZÔNIA;AMAZÔNIA;GR1;20S;Dado não disponível;Dado não disponível;ICMBio Cuniã-Jacundá
FLORESTA NACIONAL DE LORENA;0000.00.0098;2001;281,40898347290;6779,9732;Portaria 246, de 18/07/2001;Federal;FLONA;US;SP;MATA ATLÂNTICA;MATA ATLÂNTICA;GR4;23S;Dado não disponível;Dado não disponível;ICMBio Mantiqueira
FLORESTA NACIONAL DE MULATA;0000.00.0099;2001;216604,18281780000;370056,2161;DEC S/N de 01/08/2001;Federal;FLONA;US;PA;AMAZÔNIA;AMAZÔNIA;GR1;21S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DE NEGREIROS;0000.00.1605;2007;3004,56148588507;30673,5817;DEC S/N de 11/10/2007;Federal;FLONA;US;PE;CAATINGA;CAATINGA;GR2;24S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DE NÍSIA FLORESTA;0000.00.0100;2001;168,84329186417;6099,9690;DEC S/N de 27/09/2001;Federal;FLONA;US;RN;MATA ATLÂNTICA;MATA ATLÂNTICA;GR2;25S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DE PACOTUBA;0000.00.0101;2002;449,44679043770;16219,3590;DEC S/N de 13/12/2002;Federal;FLONA;US;ES;MATA ATLÂNTICA;MATA ATLÂNTICA;GR4;24S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DE PALMARES;0000.00.0102;2005;168,21068197763;5628,7185;DEC S/N de 21/02/2005;Federal;FLONA;US;PI;CERRADO;CERRADO;GR2;23S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DE PARAOPEBA;0000.00.0103;2001;203,29196888945;7842,6913;Portaria 248 de 18/07/2001;Federal;FLONA;US;MG;CERRADO;CERRADO;GR4;23S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DE PASSA QUATRO;0000.00.0129;1968;335,37310673133;8660,0120;Portaria 562 de 25/10/1968;Federal;FLONA;US;MG;MATA ATLÂNTICA;MATA ATLÂNTICA;GR4;23S;Dado não disponível;Dado não disponível;ICMBio Mantiqueira
FLORESTA NACIONAL DE PASSO FUNDO;0000.00.0130;1968;1333,63137463072;35475,7273;Portaria 561 de 25/10/1968;Federal;FLONA;US;RS;MATA ATLÂNTICA;MATA ATLÂNTICA;GR5;22S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DE PAU-ROSA;0000.00.0104;2001;988186,71814133800;1000135,8418;DEC S/N de 07/08/2001.;Federal;FLONA;US;AM;AMAZÔNIA;AMAZÔNIA;GR1;21S;Dado não disponível;Dado não disponível;ICMBio Maués
FLORESTA NACIONAL DE PIRAÍ DO SUL;0000.00.0131;2004;150,61440305916;6858,1548;DEC S/N de 02/06/2004;Federal;FLONA;US;PR;MATA ATLÂNTICA;MATA ATLÂNTICA;GR5;22S;Dado não disponível;Dado não disponível;ICMBio Campos Gerais
FLORESTA NACIONAL DE RITÁPOLIS;0000.00.0105;1999;89,19009509738;4386,4579;DEC S/N de 21/09/1999;Federal;FLONA;US;MG;MATA ATLÂNTICA;MATA ATLÂNTICA;GR4;23S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DE RORAIMA;0000.00.0106;1989;169628,70167178600;297046,5400;"DEC  97.545, de 01/03/1989; LEI 12.058, de 13/12/2009.";Federal;FLONA;US;AM/RR;AMAZÔNIA;AMAZÔNIA;GR1;20N;Dado não disponível;Dado não disponível;ICMBio Roraima
FLORESTA NACIONAL DE SANTA ROSA DO PURUS;0000.00.0107;2001;231556,88075830200;430163,6254;DEC S/N de 07/08/2001;Federal;FLONA;US;AC;AMAZÔNIA;AMAZÔNIA;GR1;19S;Dado não disponível;Dado não disponível;ICMBio Alto Tarauacá-Santa Rosa do Purus
FLORESTA NACIONAL DE SÃO FRANCISCO;0000.00.0108;2001;21147,80443761950;83029,7624;DEC S/N de 07/08/2001;Federal;FLONA;US;AC;AMAZÔNIA;AMAZÔNIA;GR1;19S;Dado não disponível;Dado não disponível;ICMBio Sena Madureira
FLORESTA NACIONAL DE SÃO FRANCISCO DE PAULA;0000.00.0133;1968;1615,60020775530;22856,2040;Portaria 561, de 25/10/1968;Federal;FLONA;US;RS;MATA ATLÂNTICA;MATA ATLÂNTICA;GR5;22S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DE SARACÁ-TAQUERA;0000.00.0109;1989;441287,98687093000;436696,5482;DEC  98.704, de 27/12/1989;Federal;FLONA;US;PA;AMAZÔNIA;AMAZÔNIA;GR1;21S;Dado não disponível;Dado não disponível;ICMBio Trombetas
FLORESTA NACIONAL DE SILVÂNIA;0000.00.0110;2001;486,60781351943;8680,0794;Portaria 247, de 18/07/2001;Federal;FLONA;US;GO;CERRADO;CERRADO;GR3;22S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DE SOBRAL;0000.00.0111;1967;661,02336419531;12689,0506;Portaria 358, de 27/09/2001;Federal;FLONA;US;CE;CAATINGA;CAATINGA;GR2;24S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DE TEFÉ;0000.00.0112;1989;865126,61547232300;757551,2186;DEC  97.629, de 10/04/1989.;Federal;FLONA;US;AM;AMAZÔNIA;AMAZÔNIA;GR1;20S;Dado não disponível;Dado não disponível;ICMBio Tefé
FLORESTA NACIONAL DE TR├èS BARRAS;0000.00.0134;1968;4385,35953212822;43339,4434;Portaria 560 de 25/12/1968;Federal;FLONA;US;SC;MATA ATLÂNTICA;MATA ATLÂNTICA;GR5;22S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DE URUPADI;0000.00.3408;2016;538081,09103778800;629140,3726;DEC S/N de 11/05/2016;Federal;FLONA;US;AM;AMAZÔNIA;AMAZÔNIA;GR1;21S;Dado não disponível;Dado não disponível;ICMBio Humaitá
FLORESTA NACIONAL DO AMANA;0000.00.0271;2006;682561,01578478800;474995,3468;"DEC S/N de 13/02/2006; DEC S/N de 11/05/2016";Federal;FLONA;US;PA/AM;AMAZÔNIA;AMAZÔNIA;GR1;21S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DO AMAPÁ;0000.00.0113;1989;460359,14318089200;409296,5168;DEC  97.630, de 10/04/1989.;Federal;FLONA;US;AP;AMAZÔNIA;AMAZÔNIA;GR1;22N;Dado não disponível;Dado não disponível;ICMBio Amapá Central
FLORESTA NACIONAL DO AMAZONAS;0000.00.0114;1989;1944230,09499289000;2204539,5291;DEC  97.546, de 01/03/1989.;Federal;FLONA;US;AM/RR;AMAZÔNIA;AMAZÔNIA;GR1;20N e 20S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DO ARARIPE-APODI;0000.00.0115;1946;38920,06186319150;134057,1045;"DEC-LEI  9.226, de 02/05/1946; DEC S/N de 05/06/2012";Federal;FLONA;US;CE;CAATINGA;CAATINGA;GR2;24S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DO ARIPUANÃ;0000.00.3409;2016;751302,17396494700;684894,3986;DEC S/N de 11/05/2016;Federal;FLONA;US;AM;AMAZÔNIA;AMAZÔNIA;GR1;20S;Dado não disponível;Dado não disponível;ICMBio Humaitá
FLORESTA NACIONAL DO BOM FUTURO;0000.00.0116;1988;98340,10373691010;98340,1037;"DEC  96.188 de 21/06/1988; LEI  12249 de 11/06/2010";Federal;FLONA;US;RO;AMAZÔNIA;AMAZÔNIA;GR1;20S;Dado não disponível;Dado não disponível;ICMBio Porto Velho
FLORESTA NACIONAL DO CREPORI;0000.00.0270;2006;740396,47254425100;626409,2944;"DEC S/N de 13/02/2006; LEI 12.678 de 25/06/2012";Federal;FLONA;US;PA;AMAZÔNIA;AMAZÔNIA;GR1;21S;Dado não disponível;Dado não disponível;Unidade Especial Avançada - UNA Itaituba
FLORESTA NACIONAL DO IBURA;0000.00.0269;2005;144,14217722694;5629,3470;DEC S/N de 19/09/2005.;Federal;FLONA;US;SE;MATA ATLÂNTICA;MATA ATLÂNTICA;GR2;24S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DO IQUIRI;0000.00.1612;2008;1470193,31632961000;1385533,5734;DEC S/N de 08/05/2008;Federal;FLONA;US;AM;AMAZÔNIA;AMAZÔNIA;GR1;19S e 20S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DO ITACAIUNAS;0000.00.0117;1998;136700,66001408200;276637,5242;DEC  2.480, de 02/02/1998.;Federal;FLONA;US;PA;AMAZÔNIA;AMAZÔNIA;GR1;22S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DO JAMANXIM;0000.00.0266;2006;1301697,46447383000;855655,7399;DEC S/N de 13/02/2006;Federal;FLONA;US;PA;AMAZÔNIA;AMAZÔNIA;GR1;21S;Dado não disponível;Dado não disponível;Unidade Especial Avançada - UNA Itaituba
FLORESTA NACIONAL DO JAMARI;0000.00.0118;1984;222156,57672749600;229217,2496;DEC  90.224, de 25/09/1984;Federal;FLONA;US;RO;AMAZÔNIA;AMAZÔNIA;GR1;20S;Dado não disponível;Dado não disponível;ICMBio Porto Velho
FLORESTA NACIONAL DO JATUARANA;0000.00.0119;2002;569428,43911765900;439402,1938;DEC S/N de 19/09/2002;Federal;FLONA;US;AM;AMAZÔNIA;AMAZÔNIA;GR1;21S;Dado não disponível;Dado não disponível;ICMBio Humaitá
FLORESTA NACIONAL DO MACAUÃ;0000.00.0120;1988;176347,36441450600;301596,3482;DEC  96.189, de 21/06/1988;Federal;FLONA;US;AC;AMAZÔNIA;AMAZÔNIA;GR1;19S;Dado não disponível;Dado não disponível;ICMBio Sena Madureira
FLORESTA NACIONAL DO PURUS;0000.00.0121;1988;256122,97239663700;376741,1513;DEC   96.190 de 21/06/1988;Federal;FLONA;US;AM;AMAZÔNIA;AMAZÔNIA;GR1;19S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DO RIO PRETO;0000.00.0122;1990;2817,40083719846;41874,2856;DEC  98.845 de 17/01/1990;Federal;FLONA;US;ES;MATA ATLÂNTICA;MATA ATLÂNTICA;GR4;24S;Dado não disponível;Dado não disponível;ICMBio São Mateus
FLORESTA NACIONAL DO TAPAJÓS;0000.00.0123;1974;530620,65146864800;546203,1105;"DEC  73.684 de 19/02/1974; LEI N 12.678, DE 25/06/2012";Federal;FLONA;US;PA;AMAZÔNIA;AMAZÔNIA;GR1;21S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DO TAPIRAPÉAQUIRI;0000.00.0124;1989;196506,47202850300;323152,1154;DEC  97.720 de 05/05/1989;Federal;FLONA;US;PA;AMAZÔNIA;AMAZÔNIA;GR1;22S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL DO TRAIRÃO;0000.00.0265;2006;257529,34453380900;425236,1689;DEC S/N de 13/02/2006;Federal;FLONA;US;PA;AMAZÔNIA;AMAZÔNIA;GR1;21S;Dado não disponível;Dado não disponível;Unidade Especial Avançada - UNA Itaituba
FLORESTA NACIONAL MAPIÁ - INAUINI;0000.00.0126;1989;368950,43797946800;537553,7861;DEC  98.051 de 14/08/1989;Federal;FLONA;US;AM;AMAZÔNIA;AMAZÔNIA;GR1;19S;Dado não disponível;Dado não disponível;Não nucleada
FLORESTA NACIONAL MÁRIO XAVIER;0000.00.0127;1986;495,99047361937;11405,7180;DEC  93.369 de 08/10/1986;Federal;FLONA;US;RJ;MATA ATLÂNTICA;MATA ATLÂNTICA;GR4;23S;Dado não disponível;Dado não disponível;Não nucleada
MONUMENTO NATURAL DAS ILHAS DE TRINDADE E MARTIM VAZ E DO MONTE COLUMBIA;0000.00.3642;2018;6769671,75551688000;1490042,7106;DEC 9.312 de 19/03/2018;Federal;MONA;PI;BA;MARINHO COSTEIRO;MARINHO COSTEIRO;GR2;25S e 26S;Dado não disponível;Dado não disponível;Não nucleada
MONUMENTO NATURAL DO ARQUIPÉLAGO DAS ILHAS CAGARRAS;0000.00.0034;2010;91,19820869237;10130,6161;LEI 12.229 de 13/04/2010;Federal;MONA;PI;RJ;MARINHO COSTEIRO;MARINHO COSTEIRO;GR4;23S;Dado não disponível;Dado não disponível;Não nucleada
MONUMENTO NATURAL DO ARQUIPÉLAGO DE SÃO PEDRO E SÃO PAULO;0000.00.3644;2018;4726317,83542174000;929045,1818;DEC 9.313 de 19/03/2018;Federal;MONA;PI;PB;MARINHO COSTEIRO;MARINHO COSTEIRO;GR2;25S e 26S;Dado não disponível;Dado não disponível;ICMBio Noronha
MONUMENTO NATURAL DO RIO SÃO FRANCISCO;0000.00.1812;2009;26736,70081161470;194339,8165;DEC S/N, de 05/06/2009;Federal;MONA;PI;BA/SE/AL;CAATINGA;CAATINGA;GR2;24S;Dado não disponível;Dado não disponível;ICMBio Paulo Afonso
MONUMENTO NATURAL DOS PONTÕES CAPIXABAS;0000.00.0181;2002;17443,63352750950;108141,0936;"DEC S/N de 19/12/2002; Lei ordinária N 11.686, de 02/06/2008";Federal;MONA;PI;ES;MATA ATLÂNTICA;MATA ATLÂNTICA;GR4;24S;Dado não disponível;Dado não disponível;Não nucleada
PARQUE NACIONAL CAVERNAS DO PERUAÇU;0000.00.0135;1999;56449,00400942550;227669,9670;DEC S/N de 21/09/1999;Federal;PARNA;PI;MG;CERRADO;CAATINGA e CERRADO;GR4;23S;Dado não disponível;Dado não disponível;ICMBio Peruaçu
PARQUE NACIONAL DA AMAZÔNIA;0000.00.0136;1974;1066209,71032769000;1803088,4576;"DEC 73.683, DE 19/02/1974; DEC 90.823, DE 18/01/1985; DEC S/N DE 13/02/2006; LEI 12.678, de 25/07/2012 
";Federal;PARNA;PI;AM/PA;AMAZÔNIA;AMAZÔNIA;GR1;21S;Dado não disponível;Dado não disponível;Unidade Especial Avançada - UNA Itaituba
PARQUE NACIONAL DA CHAPADA DA DIAMANTINA;0000.00.0137;1985;151819,75411520300;374188,8543;DEC 91.655, de 17/09/1985;Federal;PARNA;PI;BA;CAATINGA;CAATINGA;GR2;24S;Dado não disponível;Dado não disponível;Não nucleada
PARQUE NACIONAL DA CHAPADA DAS MESAS;0000.00.0272;2005;159953,78065968100;361405,9740;"DEC DE 12 DE DEZEMBRO DE 2005; DEC de S/N 31/01/2006";Federal;PARNA;PI;MA;CERRADO;CERRADO;GR2;23S;Dado não disponível;Dado não disponível;Não nucleada
PARQUE NACIONAL DA CHAPADA DOS GUIMARÃES;0000.00.0138;1989;32646,83186820200;113073,4234;DEC 97.656, de 12/04/1989;Federal;PARNA;PI;MT;CERRADO;CERRADO;GR3;21S;Dado não disponível;Dado não disponível;Não nucleada
PARQUE NACIONAL DA CHAPADA DOS VEADEIROS;0000.00.0139;1961;240586,56329560500;608397,9083;"DEC 49.875, de 11/01/1961; DEC 70.492, de 11/05/1972; DEC N 86.173, DE 2 DE JULHO DE 1981; DEC 86.596, de 17/11/1981; DEC S/N, de 27/09/2001; DEC S/N de 05/06/2017.";Federal;PARNA;PI;GO;CERRADO;CERRADO;GR3;23S;Dado não disponível;Dado não disponível;Não nucleada
PARQUE NACIONAL DA FURNA FEIA;0000.00.2633;2012;8558,70890307808;73316,7051;DEC S/N, de 05/06/2012;Federal;PARNA;PI;RN;CAATINGA;CAATINGA;GR2;24S;Dado não disponível;Dado não disponível;ICMBio Mossoró
PARQUE NACIONAL DA LAGOA DO PEIXE;0000.00.0140;1986;36721,93057185250;140474,8097;DEC 93.546, de 06/11/1986;Federal;PARNA;PI;RS;PAMPA;PAMPA;GR5;22S;Dado não disponível;Dado não disponível;Não nucleada
PARQUE NACIONAL DA RESTINGA DE JURUBATIBA;0000.00.0141;1998;14919,46490491070;118917,6448;DEC S/N, de 29/04/1998;Federal;PARNA;PI;RJ;MATA ATLÂNTICA;MATA ATLÂNTICA;GR4;24S;Dado não disponível;Dado não disponível;Não nucleada
PARQUE NACIONAL DA SERRA DA BOCAINA;0000.00.0142;1971;106566,42479987400;561521,4540;"DEC 68.172, de 04/02/1971; DEC 70.694, de 08/06/1972";Federal;PARNA;PI;RJ/SP;MATA ATLÂNTICA;MATA ATLÂNTICA;GR4;23S;Dado não disponível;Dado não disponível;ICMBio Paraty
PARQUE NACIONAL DA SERRA DA BODOQUENA;0000.00.0143;2000;76973,53044502960;301011,8574;DEC S/N, de 21/09/2000;Federal;PARNA;PI;MS;CERRADO;CERRADO;GR3;21S;Dado não disponível;Dado não disponível;Não nucleada
PARQUE NACIONAL DA SERRA DA CANASTRA;0000.00.0144;1972;197971,96132212300;811048,2940;DEC 70.355, de 03/04/1972;Federal;PARNA;PI;MG;CERRADO;CERRADO;GR4;23S;Dado não disponível;Dado não disponível;Não nucleada
PARQUE NACIONAL DA SERRA DA CAPIVARA;0000.00.0145;1979;100764,19385255300;195773,3391;"DEC 83.548, de 05/06/1979; DEC 99.143, de 12/03/1990";Federal;PARNA;PI;PI;CAATINGA;CAATINGA;GR2;23S;Dado não disponível;Dado não disponível;Não nucleada
